id,track_name,track_number,album,album_label,release_year,release_month,acousticness,danceability,energy,liveness,loudness,speechiness,tempo,valence,popularity
1,Fortnight (feat. Post Malone),1,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.502,0.504,0.386,0.096,-10.976,0.031,192.004,0.281,82
2,The Tortured Poets Department,2,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.048,0.604,0.428,0.126,-8.441,0.025,110.259,0.292,79
3,My Boy Only Breaks His Favorite Toys,3,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.137,0.596,0.563,0.302,-7.362,0.027,97.073,0.481,80
4,Down Bad,4,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.56,0.541,0.366,0.095,-10.412,0.075,159.707,0.168,82
5,"So Long, London",5,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.73,0.423,0.533,0.082,-11.388,0.322,160.218,0.248,80
6,But Daddy I Love Him,6,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.384,0.521,0.72,0.135,-7.684,0.104,79.943,0.438,81
7,Fresh Out The Slammer,7,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.624,0.33,0.483,0.111,-9.394,0.04,87.115,0.34,78
8,Florida!!! (feat. Florence + The Machine),8,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.178,0.533,0.573,0.309,-7.123,0.138,150.088,0.398,79
9,Guilty as Sin?,9,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.607,0.626,0.428,0.092,-8.374,0.026,94.95,0.487,82
10,Who’s Afraid of Little Old Me?,10,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.315,0.606,0.338,0.106,-10.555,0.048,119.88,0.238,81
11,I Can Fix Him (No Really I Can),11,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.768,0.661,0.257,0.176,-13.961,0.045,106.896,0.318,77
12,loml,12,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.858,0.423,0.272,0.108,-12.56,0.049,78.539,0.195,80
13,I Can Do It With a Broken Heart,13,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.123,0.701,0.751,0.15,-8.39,0.05,129.994,0.22,82
14,The Smallest Man Who Ever Lived,14,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.52,0.426,0.41,0.338,-9.083,0.058,142.377,0.263,81
15,The Alchemy,15,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.422,0.64,0.421,0.103,-8.802,0.027,100.056,0.353,78
16,Clara Bow,16,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.636,0.686,0.318,0.106,-11.046,0.026,104.088,0.214,76
17,The Black Dog,17,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.707,0.527,0.27,0.102,-10.855,0.038,154.042,0.23,79
18,imgonnagetyouback,18,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.608,0.784,0.391,0.252,-9.471,0.063,110.007,0.15,81
19,The Albatross,19,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.655,0.352,0.479,0.094,-8.942,0.058,172.013,0.292,77
20,Chloe or Sam or Sophia or Marcus,20,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.78,0.516,0.451,0.105,-8.552,0.045,70.266,0.218,77
21,How Did It End?,21,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.785,0.492,0.379,0.108,-8.859,0.026,83.993,0.273,80
22,So High School,22,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.027,0.366,0.866,0.106,-4.514,0.047,176.07,0.293,82
23,I Hate It Here,23,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.717,0.485,0.562,0.357,-7.197,0.035,105.953,0.297,78
24,thanK you aIMee,24,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.609,0.609,0.541,0.122,-8.013,0.035,95.997,0.252,76
25,I Look in People's Windows,25,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.69,0.763,0.274,0.164,-11.429,0.074,90.796,0.385,76
26,The Prophecy,26,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.825,0.421,0.525,0.308,-10.359,0.047,167.927,0.535,81
27,Cassandra,27,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.806,0.587,0.587,0.137,-9.879,0.06,139.963,0.514,76
28,Peter,28,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.805,0.342,0.376,0.059,-8.212,0.037,176.859,0.29,77
29,The Bolter,29,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.638,0.455,0.586,0.131,-7.978,0.049,183.694,0.481,77
30,Robin,30,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.791,0.476,0.386,0.1,-10.601,0.03,138.265,0.158,73
31,The Manuscript,31,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Republic,2024,April,0.901,0.509,0.256,0.103,-11.665,0.031,94.184,0.436,74
32,Fortnight (feat. Post Malone),1,THE TORTURED POETS DEPARTMENT,Republic,2024,April,0.502,0.504,0.386,0.096,-10.976,0.031,192.004,0.281,91
33,The Tortured Poets Department,2,THE TORTURED POETS DEPARTMENT,Republic,2024,April,0.048,0.604,0.428,0.126,-8.441,0.025,110.259,0.292,75
34,My Boy Only Breaks His Favorite Toys,3,THE TORTURED POETS DEPARTMENT,Republic,2024,April,0.137,0.596,0.563,0.302,-7.362,0.027,97.073,0.481,77
35,Down Bad,4,THE TORTURED POETS DEPARTMENT,Republic,2024,April,0.56,0.541,0.366,0.095,-10.412,0.075,159.707,0.168,82
36,"So Long, London",5,THE TORTURED POETS DEPARTMENT,Republic,2024,April,0.73,0.423,0.533,0.082,-11.388,0.322,160.218,0.248,78
37,But Daddy I Love Him,6,THE TORTURED POETS DEPARTMENT,Republic,2024,April,0.384,0.521,0.72,0.135,-7.684,0.104,79.943,0.438,78
38,Fresh Out The Slammer,7,THE TORTURED POETS DEPARTMENT,Republic,2024,April,0.624,0.33,0.483,0.111,-9.394,0.04,87.115,0.34,69
39,Florida!!! (feat. Florence + The Machine),8,THE TORTURED POETS DEPARTMENT,Republic,2024,April,0.178,0.533,0.573,0.309,-7.123,0.138,150.088,0.398,76
40,Guilty as Sin?,9,THE TORTURED POETS DEPARTMENT,Republic,2024,April,0.607,0.626,0.428,0.092,-8.374,0.026,94.95,0.487,82
41,Who’s Afraid of Little Old Me?,10,THE TORTURED POETS DEPARTMENT,Republic,2024,April,0.315,0.606,0.338,0.106,-10.555,0.048,119.88,0.238,80
42,I Can Fix Him (No Really I Can),11,THE TORTURED POETS DEPARTMENT,Republic,2024,April,0.768,0.661,0.257,0.176,-13.961,0.045,106.896,0.318,67
43,loml,12,THE TORTURED POETS DEPARTMENT,Republic,2024,April,0.858,0.423,0.272,0.108,-12.56,0.049,78.539,0.195,75
44,I Can Do It With a Broken Heart,13,THE TORTURED POETS DEPARTMENT,Republic,2024,April,0.123,0.701,0.751,0.15,-8.39,0.05,129.994,0.22,88
45,The Smallest Man Who Ever Lived,14,THE TORTURED POETS DEPARTMENT,Republic,2024,April,0.52,0.426,0.41,0.338,-9.083,0.058,142.377,0.263,74
46,The Alchemy,15,THE TORTURED POETS DEPARTMENT,Republic,2024,April,0.422,0.64,0.421,0.103,-8.802,0.027,100.056,0.353,73
47,Clara Bow,16,THE TORTURED POETS DEPARTMENT,Republic,2024,April,0.636,0.686,0.318,0.106,-11.046,0.026,104.088,0.214,67
48,Welcome To New York (Taylor's Version),1,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.007,0.76,0.602,0.325,-4.871,0.032,116.989,0.685,62
49,Blank Space (Taylor's Version),2,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.09,0.732,0.719,0.331,-5.469,0.064,96.035,0.71,64
50,Style (Taylor's Version),3,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0,0.514,0.821,0.095,-4.803,0.044,94.884,0.298,65
51,Out Of The Woods (Taylor's Version),4,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0,0.544,0.884,0.381,-5.973,0.038,91.981,0.184,63
52,All You Had To Do Was Stay (Taylor's Version),5,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.001,0.589,0.713,0.188,-5.614,0.031,97.069,0.54,62
53,Shake It Off (Taylor's Version),6,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.011,0.632,0.805,0.156,-5.707,0.069,160.052,0.903,62
54,I Wish You Would (Taylor's Version),7,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.004,0.671,0.853,0.081,-6.568,0.042,118.032,0.523,61
55,Bad Blood (Taylor's Version),8,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.037,0.624,0.711,0.19,-6.347,0.159,169.999,0.347,61
56,Wildest Dreams (Taylor's Version),9,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.035,0.587,0.663,0.097,-7.439,0.06,139.993,0.539,63
57,How You Get The Girl (Taylor's Version),10,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.002,0.761,0.67,0.087,-5.956,0.054,120.014,0.519,61
58,This Love (Taylor’s Version),11,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.302,0.47,0.494,0.067,-8.672,0.035,144.039,0.052,60
59,I Know Places (Taylor's Version),12,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.085,0.572,0.807,0.071,-5.348,0.057,160.015,0.626,61
60,Clean (Taylor's Version),13,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.297,0.782,0.379,0.103,-8.964,0.03,103.99,0.267,62
61,Wonderland (Taylor's Version),14,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.011,0.387,0.703,0.128,-5.956,0.054,123.18,0.32,61
62,You Are In Love (Taylor's Version),15,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.572,0.554,0.509,0.113,-9.403,0.046,85.079,0.401,62
63,New Romantics (Taylor's Version),16,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.005,0.653,0.848,0.08,-5.936,0.058,122.017,0.724,63
64,"""Slut!"" (Taylor's Version) (From The Vault)",17,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.33,0.621,0.415,0.063,-13.187,0.054,77.978,0.313,64
65,Say Don't Go (Taylor's Version) (From The Vault),18,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.068,0.632,0.539,0.132,-8.375,0.034,109.962,0.186,63
66,Now That We Don't Talk (Taylor's Version) (From The Vault),19,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.16,0.8,0.509,0.083,-9.386,0.034,109.994,0.077,65
67,Suburban Legends (Taylor's Version) (From The Vault),20,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.212,0.695,0.607,0.102,-8.84,0.036,118.043,0.394,61
68,Is It Over Now? (Taylor's Version) (From The Vault),21,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.049,0.599,0.651,0.126,-7.343,0.035,100.001,0.153,66
69,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),22,1989 (Taylor's Version) [Deluxe],Republic,2023,October,0.014,0.604,0.644,0.237,-6.931,0.089,170.088,0.197,74
70,Welcome To New York (Taylor's Version),1,1989 (Taylor's Version),Republic,2023,October,0.007,0.76,0.602,0.325,-4.871,0.032,116.989,0.685,71
71,Blank Space (Taylor's Version),2,1989 (Taylor's Version),Republic,2023,October,0.09,0.732,0.719,0.331,-5.469,0.064,96.035,0.71,80
72,Style (Taylor's Version),3,1989 (Taylor's Version),Republic,2023,October,0,0.514,0.821,0.095,-4.803,0.044,94.884,0.298,79
73,Out Of The Woods (Taylor's Version),4,1989 (Taylor's Version),Republic,2023,October,0,0.544,0.884,0.381,-5.973,0.038,91.981,0.184,73
74,All You Had To Do Was Stay (Taylor's Version),5,1989 (Taylor's Version),Republic,2023,October,0.001,0.589,0.713,0.188,-5.614,0.031,97.069,0.54,69
75,Shake It Off (Taylor's Version),6,1989 (Taylor's Version),Republic,2023,October,0.011,0.632,0.805,0.156,-5.707,0.069,160.052,0.903,75
76,I Wish You Would (Taylor's Version),7,1989 (Taylor's Version),Republic,2023,October,0.004,0.671,0.853,0.081,-6.568,0.042,118.032,0.523,68
77,Bad Blood (Taylor's Version),8,1989 (Taylor's Version),Republic,2023,October,0.037,0.624,0.711,0.19,-6.347,0.159,169.999,0.347,71
78,Wildest Dreams (Taylor's Version),9,1989 (Taylor's Version),Republic,2023,October,0.035,0.587,0.663,0.097,-7.439,0.06,139.993,0.539,77
79,How You Get The Girl (Taylor's Version),10,1989 (Taylor's Version),Republic,2023,October,0.002,0.761,0.67,0.087,-5.956,0.054,120.014,0.519,67
80,This Love (Taylor’s Version),11,1989 (Taylor's Version),Republic,2023,October,0.302,0.47,0.494,0.067,-8.672,0.035,144.039,0.052,67
81,I Know Places (Taylor's Version),12,1989 (Taylor's Version),Republic,2023,October,0.085,0.572,0.807,0.071,-5.348,0.057,160.015,0.626,66
82,Clean (Taylor's Version),13,1989 (Taylor's Version),Republic,2023,October,0.297,0.782,0.379,0.103,-8.964,0.03,103.99,0.267,70
83,Wonderland (Taylor's Version),14,1989 (Taylor's Version),Republic,2023,October,0.011,0.387,0.703,0.128,-5.956,0.054,123.18,0.32,67
84,You Are In Love (Taylor's Version),15,1989 (Taylor's Version),Republic,2023,October,0.572,0.554,0.509,0.113,-9.403,0.046,85.079,0.401,69
85,New Romantics (Taylor's Version),16,1989 (Taylor's Version),Republic,2023,October,0.005,0.653,0.848,0.08,-5.936,0.058,122.017,0.724,74
86,"""Slut!"" (Taylor's Version) (From The Vault)",17,1989 (Taylor's Version),Republic,2023,October,0.33,0.621,0.415,0.063,-13.187,0.054,77.978,0.313,77
87,Say Don't Go (Taylor's Version) (From The Vault),18,1989 (Taylor's Version),Republic,2023,October,0.068,0.632,0.539,0.132,-8.375,0.034,109.962,0.186,73
88,Now That We Don't Talk (Taylor's Version) (From The Vault),19,1989 (Taylor's Version),Republic,2023,October,0.16,0.8,0.509,0.083,-9.386,0.034,109.994,0.077,77
89,Suburban Legends (Taylor's Version) (From The Vault),20,1989 (Taylor's Version),Republic,2023,October,0.212,0.695,0.607,0.102,-8.84,0.036,118.043,0.394,68
90,Is It Over Now? (Taylor's Version) (From The Vault),21,1989 (Taylor's Version),Republic,2023,October,0.049,0.599,0.651,0.126,-7.343,0.035,100.001,0.153,78
91,Mine (Taylor's Version),1,Speak Now (Taylor's Version),Republic,2023,July,0.003,0.647,0.793,0.174,-2.903,0.036,121.101,0.5,74
92,Sparks Fly (Taylor’s Version),2,Speak Now (Taylor's Version),Republic,2023,July,0.024,0.605,0.769,0.094,-2.413,0.032,114.921,0.366,72
93,Back To December (Taylor's Version),3,Speak Now (Taylor's Version),Republic,2023,July,0.007,0.486,0.635,0.119,-3.994,0.028,141.868,0.235,74
94,Speak Now (Taylor's Version),4,Speak Now (Taylor's Version),Republic,2023,July,0.225,0.734,0.686,0.136,-2.926,0.035,119.002,0.598,69
95,Dear John (Taylor's Version),5,Speak Now (Taylor's Version),Republic,2023,July,0.033,0.379,0.468,0.158,-5.07,0.03,119.447,0.115,69
96,Mean (Taylor's Version),6,Speak Now (Taylor's Version),Republic,2023,July,0.321,0.526,0.7,0.213,-3.95,0.039,163.949,0.596,69
97,The Story Of Us (Taylor's Version),7,Speak Now (Taylor's Version),Republic,2023,July,0.001,0.516,0.784,0.05,-2.636,0.056,139.787,0.552,70
98,Never Grow Up (Taylor's Version),8,Speak Now (Taylor's Version),Republic,2023,July,0.867,0.684,0.339,0.194,-7.259,0.029,125.054,0.572,65
99,Enchanted (Taylor's Version),9,Speak Now (Taylor's Version),Republic,2023,July,0.016,0.52,0.553,0.165,-3.546,0.027,81.949,0.227,80
100,Better Than Revenge (Taylor's Version),10,Speak Now (Taylor's Version),Republic,2023,July,0.001,0.505,0.893,0.178,-3.013,0.077,145.913,0.659,71
101,Innocent (Taylor's Version),11,Speak Now (Taylor's Version),Republic,2023,July,0.097,0.524,0.611,0.127,-5.298,0.03,133.583,0.126,63
102,Haunted (Taylor's Version),12,Speak Now (Taylor's Version),Republic,2023,July,0.006,0.44,0.916,0.252,-1.927,0.063,162.025,0.371,69
103,Last Kiss (Taylor's Version),13,Speak Now (Taylor's Version),Republic,2023,July,0.443,0.557,0.362,0.1,-8.641,0.026,79.573,0.187,69
104,Long Live (Taylor's Version),14,Speak Now (Taylor's Version),Republic,2023,July,0.016,0.38,0.628,0.227,-4.054,0.038,203.826,0.098,73
105,Ours (Taylor’s Version),15,Speak Now (Taylor's Version),Republic,2023,July,0.42,0.539,0.475,0.109,-8.411,0.029,159.824,0.293,66
106,Superman (Taylor’s Version),16,Speak Now (Taylor's Version),Republic,2023,July,0.002,0.537,0.733,0.11,-3.506,0.03,131.898,0.347,62
107,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),17,Speak Now (Taylor's Version),Republic,2023,July,0.018,0.547,0.854,0.156,-4.753,0.053,131.068,0.26,68
108,When Emma Falls in Love (Taylor’s Version) (From The Vault),18,Speak Now (Taylor's Version),Republic,2023,July,0.168,0.524,0.759,0.104,-4.714,0.047,77.879,0.234,66
109,I Can See You (Taylor’s Version) (From The Vault),19,Speak Now (Taylor's Version),Republic,2023,July,0.058,0.695,0.768,0.043,-4.883,0.034,123.054,0.813,75
110,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),20,Speak Now (Taylor's Version),Republic,2023,July,0.342,0.578,0.565,0.066,-8.064,0.044,147.781,0.351,67
111,Foolish One (Taylor’s Version) (From The Vault),21,Speak Now (Taylor's Version),Republic,2023,July,0.599,0.672,0.613,0.112,-4.709,0.03,97.041,0.557,68
112,Timeless (Taylor’s Version) (From The Vault),22,Speak Now (Taylor's Version),Republic,2023,July,0.332,0.629,0.578,0.087,-5.806,0.032,142.887,0.651,69
113,Lavender Haze,1,Midnights (The Til Dawn Edition),Republic,2023,May,0.23,0.735,0.449,0.132,-10.56,0.088,97.05,0.096,63
114,Maroon,2,Midnights (The Til Dawn Edition),Republic,2023,May,0.063,0.655,0.384,0.097,-8.29,0.035,108.058,0.038,64
115,Anti-Hero,3,Midnights (The Til Dawn Edition),Republic,2023,May,0.121,0.633,0.648,0.161,-6.645,0.062,96.888,0.49,63
116,Snow On The Beach (feat. Lana Del Rey),4,Midnights (The Til Dawn Edition),Republic,2023,May,0.701,0.663,0.321,0.107,-13.527,0.041,110.021,0.153,60
117,"You're On Your Own, Kid",5,Midnights (The Til Dawn Edition),Republic,2023,May,0.447,0.696,0.39,0.125,-10.331,0.062,120.032,0.395,64
118,Midnight Rain,6,Midnights (The Til Dawn Edition),Republic,2023,May,0.71,0.604,0.375,0.116,-11.637,0.063,137.651,0.203,63
119,Question...?,7,Midnights (The Til Dawn Edition),Republic,2023,May,0.206,0.654,0.51,0.249,-8.767,0.242,108.874,0.105,61
120,Vigilante Shit,8,Midnights (The Til Dawn Edition),Republic,2023,May,0.166,0.872,0.267,0.123,-10.764,0.387,79.964,0.168,62
121,Bejeweled,9,Midnights (The Til Dawn Edition),Republic,2023,May,0.059,0.687,0.551,0.09,-9.202,0.079,163.994,0.443,63
122,Labyrinth,10,Midnights (The Til Dawn Edition),Republic,2023,May,0.797,0.48,0.295,0.12,-15.512,0.038,110.018,0.132,61
123,Karma,11,Midnights (The Til Dawn Edition),Republic,2023,May,0.062,0.64,0.619,0.475,-7.108,0.065,90.008,0.121,62
124,Sweet Nothing,12,Midnights (The Til Dawn Edition),Republic,2023,May,0.968,0.336,0.161,0.115,-14.973,0.046,176.48,0.407,60
125,Mastermind,13,Midnights (The Til Dawn Edition),Republic,2023,May,0.565,0.66,0.343,0.092,-14.132,0.14,125.96,0.137,61
126,The Great War,14,Midnights (The Til Dawn Edition),Republic,2023,May,0.199,0.57,0.747,0.085,-8.93,0.034,96.016,0.574,62
127,Bigger Than The Whole Sky,15,Midnights (The Til Dawn Edition),Republic,2023,May,0.841,0.42,0.22,0.114,-12.584,0.047,165.564,0.07,60
128,Paris,16,Midnights (The Til Dawn Edition),Republic,2023,May,0.103,0.703,0.518,0.148,-10.501,0.085,110.94,0.347,60
129,High Infidelity,17,Midnights (The Til Dawn Edition),Republic,2023,May,0.704,0.571,0.547,0.088,-10.141,0.101,175.933,0.768,59
130,Glitch,18,Midnights (The Til Dawn Edition),Republic,2023,May,0.314,0.677,0.47,0.11,-9.65,0.259,140.881,0.347,58
131,"Would've, Could've, Should've",19,Midnights (The Til Dawn Edition),Republic,2023,May,0.393,0.485,0.846,0.124,-6.557,0.117,157.918,0.548,62
132,Dear Reader,20,Midnights (The Til Dawn Edition),Republic,2023,May,0.464,0.674,0.39,0.116,-11.944,0.048,107.891,0.151,59
133,Hits Different,21,Midnights (The Til Dawn Edition),Republic,2023,May,0.134,0.666,0.786,0.265,-6.556,0.044,106.02,0.261,72
134,Snow On The Beach (feat. More Lana Del Rey),22,Midnights (The Til Dawn Edition),Republic,2023,May,0.797,0.664,0.399,0.105,-10.997,0.035,109.937,0.265,73
135,Karma (feat. Ice Spice),23,Midnights (The Til Dawn Edition),Republic,2023,May,0.057,0.615,0.626,0.596,-6.548,0.078,89.984,0.07,64
136,Lavender Haze,1,Midnights (3am Edition),Republic,2022,October,0.23,0.735,0.449,0.132,-10.56,0.088,97.05,0.096,61
137,Maroon,2,Midnights (3am Edition),Republic,2022,October,0.063,0.655,0.384,0.097,-8.29,0.035,108.058,0.038,61
138,Anti-Hero,3,Midnights (3am Edition),Republic,2022,October,0.121,0.633,0.648,0.161,-6.645,0.062,96.888,0.49,62
139,Snow On The Beach (feat. Lana Del Rey),4,Midnights (3am Edition),Republic,2022,October,0.701,0.663,0.321,0.107,-13.527,0.041,110.021,0.153,62
140,"You're On Your Own, Kid",5,Midnights (3am Edition),Republic,2022,October,0.447,0.696,0.39,0.125,-10.331,0.062,120.032,0.395,62
141,Midnight Rain,6,Midnights (3am Edition),Republic,2022,October,0.71,0.604,0.375,0.116,-11.637,0.063,137.651,0.203,61
142,Question...?,7,Midnights (3am Edition),Republic,2022,October,0.206,0.654,0.51,0.249,-8.767,0.242,108.874,0.105,58
143,Vigilante Shit,8,Midnights (3am Edition),Republic,2022,October,0.166,0.872,0.267,0.123,-10.764,0.387,79.964,0.168,61
144,Bejeweled,9,Midnights (3am Edition),Republic,2022,October,0.059,0.687,0.551,0.09,-9.202,0.079,163.994,0.443,62
145,Labyrinth,10,Midnights (3am Edition),Republic,2022,October,0.797,0.48,0.295,0.12,-15.512,0.038,110.018,0.132,58
146,Karma,11,Midnights (3am Edition),Republic,2022,October,0.062,0.64,0.619,0.475,-7.108,0.065,90.008,0.121,65
147,Sweet Nothing,12,Midnights (3am Edition),Republic,2022,October,0.968,0.336,0.161,0.115,-14.973,0.046,176.48,0.407,60
148,Mastermind,13,Midnights (3am Edition),Republic,2022,October,0.565,0.66,0.343,0.092,-14.132,0.14,125.96,0.137,64
149,The Great War,14,Midnights (3am Edition),Republic,2022,October,0.199,0.57,0.747,0.085,-8.93,0.034,96.016,0.574,69
150,Bigger Than The Whole Sky,15,Midnights (3am Edition),Republic,2022,October,0.841,0.42,0.22,0.114,-12.584,0.047,165.564,0.07,66
151,Paris,16,Midnights (3am Edition),Republic,2022,October,0.103,0.703,0.518,0.148,-10.501,0.085,110.94,0.347,66
152,High Infidelity,17,Midnights (3am Edition),Republic,2022,October,0.704,0.571,0.547,0.088,-10.141,0.101,175.933,0.768,64
153,Glitch,18,Midnights (3am Edition),Republic,2022,October,0.314,0.677,0.47,0.11,-9.65,0.259,140.881,0.347,63
154,"Would've, Could've, Should've",19,Midnights (3am Edition),Republic,2022,October,0.393,0.485,0.846,0.124,-6.557,0.117,157.918,0.548,68
155,Dear Reader,20,Midnights (3am Edition),Republic,2022,October,0.464,0.674,0.39,0.116,-11.944,0.048,107.891,0.151,64
156,Lavender Haze,1,Midnights,Republic,2022,October,0.23,0.735,0.449,0.132,-10.56,0.088,97.05,0.096,77
157,Maroon,2,Midnights,Republic,2022,October,0.063,0.655,0.384,0.097,-8.29,0.035,108.058,0.038,72
158,Anti-Hero,3,Midnights,Republic,2022,October,0.121,0.633,0.648,0.161,-6.645,0.062,96.888,0.49,85
159,Snow On The Beach (feat. Lana Del Rey),4,Midnights,Republic,2022,October,0.701,0.663,0.321,0.107,-13.527,0.041,110.021,0.153,69
160,"You're On Your Own, Kid",5,Midnights,Republic,2022,October,0.447,0.696,0.39,0.125,-10.331,0.062,120.032,0.395,77
161,Midnight Rain,6,Midnights,Republic,2022,October,0.71,0.604,0.375,0.116,-11.637,0.063,137.651,0.203,76
162,Question...?,7,Midnights,Republic,2022,October,0.206,0.654,0.51,0.249,-8.767,0.242,108.874,0.105,66
163,Vigilante Shit,8,Midnights,Republic,2022,October,0.166,0.872,0.267,0.123,-10.764,0.387,79.964,0.168,74
164,Bejeweled,9,Midnights,Republic,2022,October,0.059,0.687,0.551,0.09,-9.202,0.079,163.994,0.443,77
165,Labyrinth,10,Midnights,Republic,2022,October,0.797,0.48,0.295,0.12,-15.512,0.038,110.018,0.132,70
166,Karma,11,Midnights,Republic,2022,October,0.062,0.64,0.619,0.475,-7.108,0.065,90.008,0.121,80
167,Sweet Nothing,12,Midnights,Republic,2022,October,0.968,0.336,0.161,0.115,-14.973,0.046,176.48,0.407,69
168,Mastermind,13,Midnights,Republic,2022,October,0.565,0.66,0.343,0.092,-14.132,0.14,125.96,0.137,72
169,State Of Grace (Taylor's Version),1,Red (Taylor's Version),Republic,2021,November,0,0.594,0.713,0.114,-5.314,0.05,129.958,0.328,65
170,Red (Taylor's Version),2,Red (Taylor's Version),Republic,2021,November,0.001,0.516,0.777,0.076,-4.908,0.038,125.047,0.408,73
171,Treacherous (Taylor's Version),3,Red (Taylor's Version),Republic,2021,November,0.034,0.645,0.593,0.13,-6.506,0.029,109.984,0.299,65
172,I Knew You Were Trouble (Taylor's Version),4,Red (Taylor's Version),Republic,2021,November,0.013,0.584,0.557,0.058,-6.371,0.034,154.008,0.767,76
173,All Too Well (Taylor's Version),5,Red (Taylor's Version),Republic,2021,November,0.017,0.44,0.528,0.234,-7.809,0.032,185.972,0.132,71
174,22 (Taylor's Version),6,Red (Taylor's Version),Republic,2021,November,0,0.642,0.695,0.075,-5.62,0.028,103.984,0.642,76
175,I Almost Do (Taylor's Version),7,Red (Taylor's Version),Republic,2021,November,0.017,0.511,0.559,0.113,-6.587,0.026,145.88,0.248,64
176,We Are Never Ever Getting Back Together (Taylor's Version),8,Red (Taylor's Version),Republic,2021,November,0.032,0.567,0.686,0.073,-6.139,0.175,172.014,0.716,76
177,Stay Stay Stay (Taylor's Version),9,Red (Taylor's Version),Republic,2021,November,0.085,0.693,0.681,0.077,-7.039,0.025,100.02,0.663,64
178,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),10,Red (Taylor's Version),Republic,2021,November,0.04,0.502,0.534,0.098,-5.954,0.028,94.05,0.155,67
179,Holy Ground (Taylor's Version),11,Red (Taylor's Version),Republic,2021,November,0.029,0.622,0.809,0.109,-5.623,0.064,156.894,0.511,64
